DATAFLOW,LAST UPDATE,freq,unit,deg_urb,age,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,FR,2008,6.0,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,FR,2009,7.6,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,FR,2010,7.7,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,FR,2011,7.5,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,FR,2012,10.7,b
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,FR,2013,11.4,b
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,FR,2014,12.0,b
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,FR,2015,12.1,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,FR,2016,11.9,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,FR,2017,10.3,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,FR,2018,9.4,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,FR,2019,8.5,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,FR,2020,8.8,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,FR,2021,8.4,bd
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,FR,2022,8.0,d
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,HR,2003,13.5,b
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,HR,2004,13.3,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,HR,2005,12.3,b
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,HR,2006,10.8,b
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,HR,2007,11.1,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,HR,2008,9.4,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,HR,2009,9.7,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,HR,2010,11.6,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,HR,2011,13.1,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,HR,2012,15.6,b
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,HR,2013,15.8,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,HR,2014,18.5,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,HR,2015,15.9,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,HR,2016,13.3,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,HR,2017,11.3,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,HR,2018,9.1,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,HR,2019,7.1,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,HR,2020,9.3,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,HR,2021,8.4,b
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,HR,2022,6.7,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,HU,2003,5.2,b
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,HU,2004,5.1,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,HU,2005,7.2,b
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,HU,2006,6.9,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,HU,2007,6.8,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,HU,2008,7.4,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,HU,2009,9.6,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,HU,2010,10.7,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,HU,2011,10.7,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,HU,2012,10.3,b
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,HU,2013,9.6,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,HU,2014,7.1,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,HU,2015,6.8,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,HU,2016,4.7,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,HU,2017,4.1,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,HU,2018,3.5,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,HU,2019,3.6,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,HU,2020,4.2,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,HU,2021,3.9,b
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,HU,2022,3.5,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,IE,2012,16.2,b
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,IE,2013,15.8,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,IE,2014,12.7,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,IE,2015,11.7,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,IE,2016,9.5,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,IE,2017,7.5,b
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,IE,2018,7.0,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,IE,2019,6.1,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,IE,2020,6.2,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,IE,2021,6.9,b
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,IE,2022,5.0,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,IS,2010,8.6,b
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,IS,2011,8.2,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,IS,2012,,bu
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,IS,2013,5.0,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,IS,2014,5.1,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,IS,2015,4.0,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,IS,2016,2.8,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,IS,2017,3.0,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,IS,2018,2.2,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,IS,2019,4.1,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,IS,2020,6.0,b
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,IS,2021,7.3,b
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,IS,2022,4.7,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,IT,2003,7.4,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,IT,2004,7.5,b
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,IT,2005,7.3,b
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,IT,2006,6.4,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,IT,2007,5.9,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,IT,2008,6.4,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,IT,2009,7.5,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,IT,2010,8.0,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,IT,2011,8.1,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,IT,2012,10.2,b
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,IT,2013,11.7,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,IT,2014,12.5,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,IT,2015,11.6,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,IT,2016,11.3,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,IT,2017,10.6,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,IT,2018,10.1,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,IT,2019,9.5,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,IT,2020,8.6,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,IT,2021,9.1,b
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,IT,2022,7.4,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,LT,2012,12.5,b
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,LT,2013,11.9,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,LT,2014,10.3,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,LT,2015,8.6,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,LT,2016,9.0,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,LT,2017,7.0,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,LT,2018,5.8,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,LT,2019,7.5,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,LT,2020,8.8,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,LT,2021,8.3,b
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,LT,2022,6.8,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,LU,2003,3.3,b
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,LU,2004,4.9,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,LU,2005,4.1,b
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,LU,2006,4.1,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,LU,2007,3.9,b
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,LU,2008,3.3,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,LU,2009,4.5,b
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,LU,2010,3.6,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,LU,2011,4.3,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,LU,2012,5.5,b
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,LU,2013,7.1,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,LU,2014,5.6,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,LU,2015,8.0,b
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,LU,2016,7.2,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,LU,2017,6.3,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,LU,2018,6.6,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,LU,2019,6.4,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,LU,2020,8.8,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,LU,2021,6.2,b
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,LU,2022,5.2,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,LV,2003,,u
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,LV,2004,,u
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,LV,2005,,bu
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,LV,2006,,u
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,LV,2007,,u
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,LV,2008,,u
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,LV,2009,14.1,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,LV,2010,19.3,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,LV,2011,12.1,u
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,LV,2012,14.4,b
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,LV,2013,11.1,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,LV,2014,10.7,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,LV,2015,9.5,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,LV,2016,10.0,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,LV,2017,6.9,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,LV,2018,6.1,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,LV,2019,4.8,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,LV,2020,7.5,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,LV,2021,7.3,b
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,LV,2022,6.3,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,MK,2018,23.7,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,MK,2019,19.2,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,MK,2020,18.5,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,MT,2004,,bu
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,MT,2005,5.3,bu
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,MT,2006,,u
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,MT,2007,4.8,u
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,MT,2008,3.2,u
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,MT,2009,5.2,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,MT,2010,6.1,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,MT,2011,5.4,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,MT,2012,5.6,b
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,MT,2013,5.3,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,MT,2014,4.3,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,MT,2015,4.2,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,MT,2016,3.8,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,MT,2017,3.8,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,MT,2018,3.3,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,MT,2019,2.3,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,MT,2020,3.6,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,MT,2021,3.3,b
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,MT,2022,2.7,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,NL,2003,2.8,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,NL,2004,3.8,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,NL,2005,4.6,b
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,NL,2006,3.9,b
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,NL,2007,3.1,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,NL,2008,2.8,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,NL,2009,3.4,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,NL,2010,4.0,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,NL,2011,4.2,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,NL,2012,4.9,b
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,NL,2013,6.3,b
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,NL,2014,6.2,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,NL,2015,5.9,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,NL,2016,5.2,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,NL,2017,4.1,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,NL,2018,3.3,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,NL,2019,2.8,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,NL,2020,3.2,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,NL,2021,3.2,b
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,NL,2022,2.9,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,NO,2005,4.6,b
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,NO,2010,3.6,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,NO,2011,3.7,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,NO,2012,3.2,b
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,NO,2013,3.5,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,NO,2014,3.6,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,NO,2015,4.8,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,NO,2016,5.1,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,NO,2017,4.5,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,NO,2018,4.0,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,NO,2019,3.9,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,NO,2020,4.8,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,NO,2021,4.6,b
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,NO,2022,3.7,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,PL,2006,12.7,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,PL,2007,8.9,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,PL,2008,6.8,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,PL,2009,7.0,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,PL,2010,9.3,b
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,PL,2011,9.4,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,PL,2012,10.6,b
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,PL,2013,11.0,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,PL,2014,9.8,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,PL,2015,8.3,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,PL,2016,6.7,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,PL,2017,5.2,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,PL,2018,4.2,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,PL,2019,3.5,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,PL,2020,3.0,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,PL,2021,3.4,b
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,PL,2022,3.1,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG2,Y15-74,T,PT,2003,4.5,
