DATAFLOW,LAST UPDATE,freq,deg_urb,citizen,isced11,age,sex,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,CY,2020,70.8,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,CY,2021,71.7,b
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,CY,2022,72.9,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,CZ,2003,65.7,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,CZ,2004,64.8,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,CZ,2005,66.6,b
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,CZ,2006,65.9,b
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,CZ,2007,66.4,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,CZ,2008,67.2,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,CZ,2009,67.0,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,CZ,2010,66.5,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,CZ,2011,67.2,b
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,CZ,2012,68.7,b
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,CZ,2013,70.3,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,CZ,2014,71.1,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,CZ,2015,71.2,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,CZ,2016,73.2,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,CZ,2017,75.2,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,CZ,2018,76.3,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,CZ,2019,76.6,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,CZ,2020,75.4,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,CZ,2021,75.7,b
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,CZ,2022,76.7,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,DE,2003,63.2,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,DE,2004,62.2,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,DE,2005,63.3,b
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,DE,2006,65.3,b
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,DE,2007,67.2,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,DE,2008,68.2,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,DE,2009,68.6,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,DE,2010,69.4,b
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,DE,2011,70.9,b
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,DE,2012,70.6,b
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,DE,2013,70.8,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,DE,2014,71.2,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,DE,2015,71.4,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,DE,2016,72.3,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,DE,2017,72.9,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,DE,2018,73.4,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,DE,2019,74.2,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,DE,2020,73.2,b
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,DE,2021,73.2,b
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,DE,2022,74.7,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,DK,2003,73.8,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,DK,2004,74.7,b
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,DK,2005,75.2,b
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,DK,2006,76.9,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,DK,2007,76.7,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,DK,2008,75.9,b
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,DK,2009,73.4,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,DK,2010,72.1,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,DK,2011,71.9,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,DK,2012,70.7,b
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,DK,2013,70.7,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,DK,2014,70.5,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,DK,2015,71.7,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,DK,2016,73.0,b
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,DK,2017,73.6,b
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,DK,2018,74.1,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,DK,2019,74.9,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,DK,2020,74.0,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,DK,2021,74.6,b
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,DK,2022,76.7,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,EA20,2003,61.7,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,EA20,2004,62.2,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,EA20,2005,62.7,b
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,EA20,2006,63.7,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,EA20,2007,64.8,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,EA20,2008,65.3,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,EA20,2009,64.1,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,EA20,2010,63.7,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,EA20,2011,63.8,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,EA20,2012,62.9,b
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,EA20,2013,62.7,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,EA20,2014,63.0,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,EA20,2015,63.7,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,EA20,2016,64.7,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,EA20,2017,65.6,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,EA20,2018,66.6,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,EA20,2019,67.2,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,EA20,2020,66.2,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,EA20,2021,67.2,b
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,EA20,2022,68.9,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,EE,2005,68.4,b
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,EE,2006,72.2,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,EE,2007,73.5,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,EE,2008,73.3,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,EE,2009,66.7,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,EE,2010,63.3,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,EE,2011,67.1,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,EE,2012,69.3,b
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,EE,2013,70.2,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,EE,2014,71.7,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,EE,2015,75.4,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,EE,2016,74.7,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,EE,2017,76.5,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,EE,2018,77.7,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,EE,2019,79.0,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,EE,2020,75.3,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,EE,2021,75.9,b
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,EE,2022,77.8,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,EL,2003,56.8,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,EL,2004,58.7,b
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,EL,2005,58.8,b
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,EL,2006,59.8,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,EL,2007,60.1,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,EL,2008,60.7,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,EL,2009,60.2,b
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,EL,2010,58.1,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,EL,2011,54.1,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,EL,2012,50.8,b
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,EL,2013,48.1,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,EL,2014,48.4,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,EL,2015,49.3,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,EL,2016,50.7,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,EL,2017,52.2,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,EL,2018,53.6,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,EL,2019,55.3,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,EL,2020,56.4,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,EL,2021,58.8,b
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,EL,2022,62.5,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,ES,2003,61.7,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,ES,2004,62.6,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,ES,2005,65.4,b
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,ES,2006,66.8,b
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,ES,2007,67.7,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,ES,2008,66.6,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,ES,2009,62.2,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,ES,2010,61.1,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,ES,2011,60.3,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,ES,2012,57.8,b
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,ES,2013,57.3,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,ES,2014,58.3,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,ES,2015,59.8,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,ES,2016,61.0,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,ES,2017,62.2,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,ES,2018,63.5,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,ES,2019,64.3,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,ES,2020,61.7,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,ES,2021,63.6,bd
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,ES,2022,65.2,d
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,EU27_2020,2003,62.0,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,EU27_2020,2004,62.5,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,EU27_2020,2005,63.0,b
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,EU27_2020,2006,63.2,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,EU27_2020,2007,64.5,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,EU27_2020,2008,65.1,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,EU27_2020,2009,63.9,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,EU27_2020,2010,63.4,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,EU27_2020,2011,63.7,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,EU27_2020,2012,63.1,b
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,EU27_2020,2013,63.1,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,EU27_2020,2014,63.8,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,EU27_2020,2015,64.6,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,EU27_2020,2016,65.8,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,EU27_2020,2017,66.7,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,EU27_2020,2018,67.7,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,EU27_2020,2019,68.4,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,EU27_2020,2020,67.5,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,EU27_2020,2021,68.5,b
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,EU27_2020,2022,70.1,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,FI,2003,72.2,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,FI,2004,71.2,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,FI,2005,72.0,b
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,FI,2006,73.3,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,FI,2007,73.9,b
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,FI,2008,74.6,b
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,FI,2009,73.3,b
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,FI,2010,72.2,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,FI,2011,72.3,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,FI,2012,71.2,b
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,FI,2013,70.6,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,FI,2014,69.4,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,FI,2015,69.1,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,FI,2016,69.9,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,FI,2017,70.5,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,FI,2018,72.2,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,FI,2019,73.2,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,FI,2020,72.1,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,FI,2021,72.3,b
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,FI,2022,74.1,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,FR,2003,62.3,b
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,FR,2004,62.1,
